,id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
1380,Game1-germany-france-32,570,"You put up quite a strong defense against me, which I'm sure was your goal",france-Game1,Game1-germany-france-31,Game1-germany-france,germany-Game1,570,32,1902,6,2,0
165,Game1-england-italy-117,1232,"I’ve never played on playdiplomacy. I play mostly on an app called Conspiracy. 

But don’t get me wrong! I’m experienced, and I’ve had some success. I’m not to be trifled with!",italy-Game1,Game1-england-italy-116,Game1-england-italy,england-Game1,1232,117,1905,7,2,1
1271,Game9-turkey-austria-25,710,"Sorry I had to lead you along like that -- I wasn't sure if you'd go along with this plan, but now Russia trusts me so we can definitely get into rum and sev and they won't have time to retaliate with the fleet in Bla",turkey-Game9,Game9-turkey-austria-24,Game9-turkey-austria,austria-Game9,710,25,1902,4,-1,1
663,Game4-turkey-russia-51,873,Italy is on board.,russia-Game4,Game4-turkey-russia-50,Game4-turkey-russia,turkey-Game4,873,51,1903,5,-1,1
620,Game4-france-russia-291,1360,"It's just highly unlikely, but I guess it is still theoretically possible for me to continue growing this turn. Next turn it is impossible as I will no longer be bordering any supply centers that I can possibly take",france-Game4,Game4-france-russia-290,Game4-france-russia,russia-Game4,1360,291,1906,12,3,1
1594,Game4-austria-france-13,345,"Ah yes, that it's unfortunate",austria-Game4,Game4-austria-france-12,Game4-austria-france,france-Game4,345,13,1902,4,-2,0
377,Game2-italy-germany-316,2598,Me not attacking him until Austria is gone,germany-Game2,Game2-italy-germany-315,Game2-italy-germany,italy-Game2,2598,316,1905,9,3,0
769,Game6-france-russia-11,435,"Hey Russia,
Everybody vastly overreacted, worrying that I was going to go for the solo, since I had 11 centers. Even though I clearly wasn't going to, literally EVERYONE teamed up against me, reducing me to 9. And frankly, I wouldn't be surprised if the attack continued.  Meanwhile, turkey has gotten 12 centers, and is in a great position—you territory is exposed, and turkey is likely going to break through my defenses as well. It's more than likely that turkey is going for the solo. Just saying—if turkey wins, it's because all of u guys were selfish and ignored the bigger threat at hand. On that note, I hope turkey doesn't win, and that we can come together to stop them(much like you did to me). BTW I am sending this message to everybody. I hope we can work together to stop the solo",france-Game6,Game6-france-russia-10,Game6-france-russia,russia-Game6,435,11,1907,9,4,1
1122,Game8-austria-france-38,561,in Italy*,austria-Game8,Game8-austria-france-37,Game8-austria-france,france-Game8,561,38,1904,2,-6,0
240,Game1-england-germany-543,2278,Not too late. But then i worry about what to tell France. I suppose if France is a spy we’re doomed anyways. But it would be bad to be found out before the stab.,england-Game1,Game1-england-germany-542,Game1-england-germany,germany-Game1,2278,543,1907,5,-2,0
103,Game5-england-germany-1,19,I'm willing to consider it if all 3 are in,germany-Game5,Game5-england-germany-0,Game5-england-germany,england-Game5,19,1,1901,3,0,0
1099,Game2-italy-germany-209,1614,"Hey my dude, anything I can do to help move things forward against england/France?",italy-Game2,Game2-italy-germany-208,Game2-italy-germany,germany-Game2,1614,209,1903,5,-2,0
1482,Game4-germany-france-11,165,Yeah. Like I said seems England wouldn't be so thoroughly aggressive for a first move. But we should keep an eye out you're right,germany-Game4,Game4-germany-france-10,Game4-germany-france,france-Game4,165,11,1901,3,0,1
616,Game1-england-germany-646,2566,"Nah, but maybe admin will be like “oh btw let’s go until 1914 now!”.",england-Game1,Game1-england-germany-645,Game1-england-germany,germany-Game1,2566,646,1908,6,-1,0
781,Game4-france-russia-323,1397,lost rum,russia-Game4,Game4-france-russia-322,Game4-france-russia,france-Game4,1397,323,1906,9,-3,0
1385,Game9-france-russia-17,116,"My conversation with Germany was very brief. All I know is that they agreed to a bounce on Burgundy, which is kind of a no brainer for them if they believe that I am going to Burgundy. Which I am, and I told them so.",france-Game9,Game9-france-russia-16,Game9-france-russia,russia-Game9,116,17,1901,3,-1,0
1367,Game11-germany-france-103,1032,"Do you still want belgium? At this point our borders are like, super demiliterized, which is pretty nice, but at this point I do trust you, if you want to have it. If you want an center it would prob be better for you to have belgium than enland. Or do you even want a center, since you already have 1 more than me.",france-Game11,Game11-germany-france-102,Game11-germany-france,germany-Game11,1032,103,1905,8,-1,1
499,Game1-england-italy-301,1843,"So plot away against me, but tell me what plan you guys work out, so we can talk about what she’s most likely to do.",italy-Game1,Game1-england-italy-300,Game1-england-italy,england-Game1,1843,301,1907,10,5,1
926,Game4-turkey-russia-112,1456,it,russia-Game4,Game4-turkey-russia-111,Game4-turkey-russia,turkey-Game4,1456,112,1907,7,0,1
423,Game7-austria-russia-94,843,"Do you have any interest in improving your position and/or playing Diplomacy?  I'd like to work with you, but you're making it extremely difficult by ignoring my messages and not making any suggestions.",russia-Game7,Game7-austria-russia-93,Game7-austria-russia,austria-Game7,843,94,1906,4,0,0
247,Game4-england-france-108,655,I just need to find out if he legitimately thought he was in danger or if he acted with malice.,england-Game4,Game4-england-france-107,Game4-england-france,france-Game4,655,108,1902,4,-2,0
807,Game12-england-france-50,301,No I didn't get any since you talking about germany sweet talking.,england-Game12,Game12-england-france-49,Game12-england-france,france-Game12,301,50,1902,4,0,0
673,Game2-england-italy-59,1391,What’s the good word my dude,italy-Game2,Game2-england-italy-58,Game2-england-italy,england-Game2,1391,59,1902,4,-1,0
723,Game10-austria-italy-26,338,"I think we'll do the Smy and Con, I need me some supply centres",italy-Game10,Game10-austria-italy-25,Game10-austria-italy,austria-Game10,338,26,1902,4,-1,0
985,Game3-england-italy-68,333,You're not insinuating i'm trying to buy you are you?,england-Game3,Game3-england-italy-67,Game3-england-italy,italy-Game3,333,68,1901,3,0,0
1461,Game5-turkey-russia-22,310,Thank you. I'll develop towards Austria to keep pressure off you. If you want we can stab A together,turkey-Game5,Game5-turkey-russia-21,Game5-turkey-russia,russia-Game5,310,22,1904,4,-2,0
550,Game8-england-germany-15,282,interesting idea.  I don't know if I want to come off that aggressive towards him for now.  maybe I support you in?,germany-Game8,Game8-england-germany-14,Game8-england-germany,england-Game8,282,15,1902,5,1,1
1406,Game1-england-france-95,396,"If he moves Kiel to ruhr, he leaves all sorts of things completely exposed like Denmark. And if he leaves Munich he leaves that open as well",france-Game1,Game1-england-france-94,Game1-england-france,england-Game1,396,95,1902,5,1,0
1579,Game12-france-russia-157,1062,"```
    

A Bur S Pie - Mar

F ENG - MAO

F Mar - Spa/sc

A Pie - Mar

A Ruh - Mun

F Tun - ION

F WES S Mar - Spa/sc
```",france-Game12,Game12-france-russia-156,Game12-france-russia,russia-Game12,1062,157,1908,7,-4,0
1030,Game2-italy-germany-50,435,"And it’s not at England, and it probably ain’t at me",italy-Game2,Game2-italy-germany-49,Game2-italy-germany,germany-Game2,435,50,1901,3,0,0
1046,Game4-france-russia-220,1189,"I appreciate you bringing up concerns: I would definitely be interested in a two-way win. It might be comforting to know that the supply center gap is absolutely temporary as Italy and Austria will work together to push me out of both Rome and Naples (not to mention, the fact that it ties up 4-5 of my units just to the Italian front). That on top of getting you a build this year should even things out, if not put things in your favor.",france-Game4,Game4-france-russia-219,Game4-france-russia,russia-Game4,1189,220,1905,9,2,1
1304,Game1-england-italy-439,2448,Welll there’s a bit of an out of game thing affecting my play on some matters. And I kind of want to leave this vague since this will be in a dataset and whatever. But after the stab i thought the least i could do was make you aware.,england-Game1,Game1-england-italy-438,Game1-england-italy,italy-Game1,2448,439,1907,6,-7,1
1321,Game7-italy-russia-1,104,I'm still figuring it out.,italy-Game7,Game7-italy-russia-0,Game7-italy-russia,russia-Game7,104,1,1901,3,-1,1
675,Game2-england-germany-64,1152,2. I’m attracted to this alliance because I do not want Austria to win. It would be so lame if we all lose to the top guy.,germany-Game2,Game2-england-germany-63,Game2-england-germany,england-Game2,1152,64,1902,5,0,0
18,Game6-germany-france-9,60,"Enland isn't talking that much. They have communicated to me about an alliance with you, but I feel like they arn't that involved in this game and wouldn't be a good ally. For this reason I think we should work together to take them out",france-Game6,Game6-germany-france-8,Game6-germany-france,germany-Game6,60,9,1901,3,0,1
719,Game11-england-france-6,1121,"Ok, I didn't think Germany would betray me but they did. No matter what situation your in, we have to all start working together to stop Germany or they will win.",france-Game11,Game11-england-france-5,Game11-england-france,england-Game11,1121,6,1905,8,6,1
1591,Game10-england-italy-6,35,"I think it's a good idea if we were to go against France together but I won't be doing it alone, and nothing for at least a turn or two to see where the land lies",italy-Game10,Game10-england-italy-5,Game10-england-italy,england-Game10,35,6,1901,3,0,0
782,Game9-italy-russia-137,714,Yeah Austria is dumb,italy-Game9,Game9-italy-russia-136,Game9-italy-russia,russia-Game9,714,137,1902,4,-2,0
224,Game2-austria-italy-87,275,"Yeahhh, or I get someone else to attack you while I work with you.  I'm not doing that, nobody's responsive enough to do that, but it's a strategy I might use in a tournament game",austria-Game2,Game2-austria-italy-86,Game2-austria-italy,italy-Game2,275,87,1901,3,0,0
253,Game9-germany-france-50,1327,I am very very on board,germany-Game9,Game9-germany-france-49,Game9-germany-france,france-Game9,1327,50,1903,5,0,0
17,Game4-turkey-russia-3,97,"I think we should leave the Black Sea as a DMZ, as I would like to 100% ensure I get Rum and I'm worried about Austria taking it. So if we can agree to leave it as a DMZ I can move my fleet to rum",russia-Game4,Game4-turkey-russia-2,Game4-turkey-russia,turkey-Game4,97,3,1901,4,1,1
415,Game7-england-russia-36,619,Yeah I need to figure out that whole situation,england-Game7,Game7-england-russia-35,Game7-england-russia,russia-Game7,619,36,1903,5,-2,0
1484,Game11-austria-italy-12,123,But I think the Austria Italy relationship is bigger than that,italy-Game11,Game11-austria-italy-11,Game11-austria-italy,austria-Game11,123,12,1901,3,0,0
1257,Game7-germany-france-10,144,"As I've said before, typically use it control Belgium and make sure that England isn't able to convoy an army onto our lands.",france-Game7,Game7-germany-france-9,Game7-germany-france,germany-Game7,144,10,1901,3,0,1
310,Game5-italy-france-5,100,Any chance you can help@me with a love to Tyrolia?,france-Game5,Game5-italy-france-4,Game5-italy-france,italy-Game5,100,5,1901,3,0,1
986,Game9-turkey-italy-16,90,"Nothing of note really, nah",turkey-Game9,Game9-turkey-italy-15,Game9-turkey-italy,italy-Game9,90,16,1901,3,0,1
1183,Game11-turkey-austria-94,591,"Well, you know which direction I'd prefer.",turkey-Game11,Game11-turkey-austria-93,Game11-turkey-austria,austria-Game11,591,94,1902,4,0,0
942,Game3-england-italy-90,834,"We're concerned about Russia and so we're playing nice with Turkey at the moment, but if we felt free to focus on cleaning up our yard I'm sure we could do that. I'd feel more comfortable turning my back though, if I could be assured France wasn't waiting to drive a dagger into it. Perhaps we should resolve the Western Question first?",italy-Game3,Game3-england-italy-89,Game3-england-italy,england-Game3,834,90,1903,5,-2,0
1463,Game6-france-russia-0,18,"Greetings Russia!

How is it over there in the north? I feel that an France-Russia alliance is basically the best in the game. Of course, this is a bit more of a mid and late-game alliance, but there is no reason not to work something out rn. What do you think? Looking forwards to a great game

-France",france-Game6,,Game6-france-russia,russia-Game6,18,0,1901,3,-1,1
